"DAY","Set","            Team A                        ","Points","A SRV TTL","A SRV #","A SRV /","A SRV =","A PASS TTL","A PASS #","A PASS +","A PASS /","A PASS =","A ATT1 TTL","A ATT1 #","A ATT1 /","A ATT1=","A ATT2 TTL","A ATT2 #","A ATT2 /","A ATT2=","A BLOCK TTL","A BLOCK #","A BLOCK /","A BLOCK=","A SETTING","A SETTING =","Team B","Points","A SRV TTL","A SRV #","A SRV /","A SRV =","A PASS TTL","A PASS #","A PASS +","A PASS /","A PASS =","A ATT1 TTL","A ATT1 #","A ATT1 /","A ATT1=","A ATT2 TTL","A ATT2 #","A ATT2 /","A ATT2=","A BLOCK TTL","A BLOCK #","A BLOCK /","A BLOCK=","A SETTING","A SETTING ="
"16","2","Iraklis Petosfairishs","15","15","0","0","2","21","10","3","1","2","17","7","3","1","6","2","0","1","12","0","0","8","16","0","Pamvochaikos","25","25","2","1","4","13","7","1","0","0","12","8","0","1","10","8","0","0","14","3","2","5","11","0"
"16","3","Iraklis Petosfairishs","19","20","1","1","3","20","7","2","0","2","17","7","4","1","9","3","2","1","10","2","0","6","7","1","Pamvochaikos","25","24","2","0","4","17","6","5","1","1","14","9","1","2","6","2","1","0","9","6","0","1","8","0"
"16","1","Kifisia","25","25","1","1","4","24","11","4","1","1","22","13","4","0","8","4","1","0","12","2","2","5","22","1","Ethnikos Alexandroupolis","27","27","1","1","3","21","4","7","1","1","19","11","1","2","9","5","1","0","19","5","1","9","21","0"
"16","2","Kifisia","24","25","1","3","3","22","5","11","2","0","20","13","2","0","14","5","0","1","10","1","1","4","19","0","Ethnikos Alexandroupolis","26","25","0","2","3","22","9","4","3","1","18","14","1","1","10","4","0","0","15","2","0","7","19","0"
"16","3","Kifisia","23","23","1","1","5","20","3","6","1","0","16","11","1","0","7","2","2","0","8","2","0","5","16","2","Ethnikos Alexandroupolis","25","25","0","1","5","18","1","4","1","1","16","9","1","2","10","6","1","0","9","3","1","5","11","0"
"16","1","Orestiada","25","25","1","1","2","19","5","7","2","2","15","2","1","1","18","8","2","0","18","5","0","7","11","0","Kyzikos Peramou","23","23","2","2","4","23","6","4","1","1","21","10","2","3","17","5","3","1","12","3","0","3","13","0"
"16","2","Orestiada","25","24","4","3","3","20","8","3","1","0","18","3","4","2","15","7","0","3","13","4","0","2","12","0","Kyzikos Peramou","22","23","0","1","3","21","2","3","3","4","11","6","2","1","13","4","2","1","13","4","0","4","10","2"
"16","3","Orestiada","22","23","0","1","5","22","10","2","1","3","17","12","0","0","7","3","0","0","19","5","0","8","15","0","Kyzikos Peramou","25","23","3","1","1","18","6","4","1","0","17","8","3","1","13","7","2","0","9","0","0","4","10","0"
"16","4","Orestiada","25","24","2","4","1","18","8","4","0","1","17","8","0","1","15","6","0","2","11","4","0","3","14","2","Kyzikos Peramou","20","21","1","0","3","23","8","2","4","2","16","8","3","1","12","5","1","1","14","0","0","6","13","0"
"16","1","Olympiacos","25","24","2","1","2","11","4","1","1","0","10","8","0","0","12","4","0","1","15","6","0","3","23","1","Iraklis Chalkidas","12","13","0","1","2","22","5","7","1","2","19","6","4","1","12","2","2","2","7","0","0","2","29","0"
"16","2","Olympiacos","25","24","0","0","2","15","6","4","0","2","12","5","2","0","9","4","0","1","16","7","0","3","20","0","Iraklis Chalkidas","18","18","2","0","3","22","5","9","0","0","22","7","3","2","13","4","4","3","8","2","0","3","34","0"
"16","3","Olympiacos","25","24","1","2","2","17","8","3","0","1","16","10","1","1","12","6","1","1","11","3","0","5","27","0","Iraklis Chalkidas","19","20","1","0","3","22","6","2","2","1","18","8","3","2","5","4","0","0","10","2","0","4","24","0"
"16","1","Panathinaikos","23","23","1","1","5","22","5","5","2","0","18","7","2","2","16","8","1","1","11","1","0","7","35","2","Paok","25","25","0","2","3","18","5","5","1","1","14","8","0","0","12","4","1","1","14","3","0","3","27","2"
"16","2","Panathinaikos","22","23","1","0","6","22","8","5","0","2","20","7","2","2","7","4","0","0","18","7","0","5","26","0","Paok","25","24","2","0","2","17","5","4","0","1","15","8","4","0","12","5","3","0","14","2","0","6","26","1"
"16","3","Panathinaikos","25","24","2","3","1","13","4","5","2","0","11","7","0","0","16","8","1","1","11","5","0","0","26","1","Paok","16","17","0","2","4","23","4","6","3","2","18","5","3","0","11","6","1","0","16","1","0","9","27","0"
"16","4","Panathinaikos","25","25","2","3","1","17","3","5","1","1","14","7","1","1","12","6","0","1","12","5","0","3","27","0","Paok","17","17","1","1","0","24","5","4","3","2","16","8","3","1","13","4","2","2","9","1","0","4","36","2"
"16","5","Panathinaikos","15","14","1","0","3","8","3","0","0","0","7","6","0","0","4","2","1","0","5","3","0","1","16","0","Paok","9","9","0","0","1","11","4","2","0","1","9","4","2","1","5","1","1","0","6","1","0","4","12","0"
"16","1","Foinikas Syrou","25","24","4","3","4","11","4","3","0","1","10","7","0","0","16","9","1","1","5","1","2","1","10","1","Panachaiki","13","14","1","0","3","20","4","2","3","4","11","3","1","0","5","2","0","1","12","1","0","5","10","0"
"16","2","Foinikas Syrou","25","25","3","1","3","13","3","3","0","1","11","6","1","1","6","3","1","0","9","3","0","2","10","0","Panachaiki","17","17","1","0","4","22","4","2","1","3","17","5","2","4","8","5","1","0","7","2","0","3","16","1"
"16","3","Foinikas Syrou","25","24","2","3","1","16","3","5","2","0","13","8","0","3","5","4","0","0","13","5","0","3","13","2","Panachaiki","19","20","0","2","4","23","6","2","3","2","18","9","4","1","11","4","1","1","5","0","0","3","18","0"
"17","1","Ethnikos Alexandroupolis","25","24","1","0","6","17","4","5","2","0","15","9","1","1","10","5","0","0","13","4","0","4","19","0","Iraklis Petosfairishs","17","18","0","2","1","18","6","6","0","1","17","6","2","2","6","3","2","1","6","1","0","2","24","2"
"17","2","Ethnikos Alexandroupolis","25","25","1","2","4","18","8","3","1","1","15","11","2","1","3","3","0","0","11","6","0","3","17","1","Iraklis Petosfairishs","19","19","1","1","1","21","8","2","2","1","18","8","6","2","5","2","0","1","9","2","0","7","21","0"
"17","3","Ethnikos Alexandroupolis","25","23","1","0","5","19","9","1","2","0","17","11","1","1","10","3","2","2","12","4","0","5","26","0","Iraklis Petosfairishs","20","21","0","2","2","18","6","3","0","1","17","4","3","2","9","5","1","1","11","3","0","4","25","0"
"17","1","Pamvochaikos","22","23","1","0","5","20","5","5","1","2","17","10","0","1","7","2","1","1","10","3","0","2","16","0","Foinikas Syrou","25","24","2","1","4","18","11","3","0","1","17","10","1","2","13","5","2","0","8","1","0","3","15","0"
"17","2","Pamvochaikos","25","24","0","2","3","16","11","1","0","1","15","12","0","0","8","3","1","0","9","3","0","2","17","2","Foinikas Syrou","19","20","1","0","4","21","6","5","2","0","18","9","2","0","7","3","1","1","10","1","0","5","22","2"
"17","3","Pamvochaikos","27","27","2","2","1","22","6","6","2","1","18","9","1","2","12","5","1","0","20","5","1","5","22","2","Foinikas Syrou","25","25","1","2","3","26","12","3","2","2","22","9","2","3","17","8","3","0","16","2","0","6","21","0"
"17","4","Pamvochaikos","20","20","1","1","2","22","8","6","1","2","18","7","0","3","5","3","1","0","13","2","1","5","22","2","Foinikas Syrou","25","25","2","1","3","18","6","2","1","1","16","7","2","2","13","8","0","1","9","1","0","2","13","1"
"17","5","Pamvochaikos","15","15","3","0","4","9","5","2","0","0","8","4","0","0","6","1","0","0","11","2","0","5","8","1","Foinikas Syrou","12","12","0","0","3","11","1","1","0","3","8","3","0","2","9","4","2","0","5","0","0","0","5","0"
"17","1","Olympiacos","25","24","2","1","5","13","3","2","0","1","12","11","0","0","6","4","1","0","8","2","0","3","16","0","Orestiada","15","16","1","0","3","19","6","2","1","2","15","6","1","3","5","2","1","0","7","1","0","5","20","0"
"17","2","Olympiacos","25","25","0","0","0","16","7","3","1","2","13","11","0","1","9","3","1","0","18","3","0","7","23","0","Orestiada","20","20","2","1","4","25","8","9","0","0","25","13","2","2","11","3","1","2","7","1","0","5","34","0"
"17","3","Olympiacos","25","24","0","3","3","13","3","4","1","2","10","6","1","1","10","8","1","0","13","4","0","3","18","0","Orestiada","16","17","2","1","4","21","3","5","3","0","17","4","4","2","7","4","0","1","7","2","0","5","20","0"
"17","1","Paok","25","24","0","0","5","19","7","4","1","1","17","8","0","4","9","5","0","0","14","2","2","5","15","0","Kifisia","22","23","1","1","4","19","9","6","0","0","19","8","2","2","7","4","0","2","10","0","1","4","20","2"
"17","2","Paok","25","24","1","2","4","19","8","4","2","1","16","10","1","0","11","7","0","1","8","0","2","4","19","0","Kifisia","21","21","1","2","2","20","11","3","2","1","17","9","0","2","8","5","0","1","8","1","0","6","16","0"
"17","3","Paok","25","24","1","0","4","18","4","5","1","2","15","9","0","1","6","3","0","1","12","3","1","3","14","0","Kifisia","20","21","2","1","3","20","7","4","0","1","17","10","2","2","13","2","1","3","7","0","2","2","20","1"
"17","1","Panachaiki","25","24","1","3","4","21","5","4","1","2","18","10","1","2","20","10","1","3","14","1","0","4","12","0","Kyzikos Peramou","20","21","2","1","0","20","9","2","3","1","16","6","0","2","9","1","1","1","13","2","0","5","13","0"
"17","2","Panachaiki","17","18","1","1","2","21","4","6","1","5","14","8","1","1","6","3","0","1","14","2","0","8","10","0","Kyzikos Peramou","25","24","5","1","3","16","5","5","1","1","14","9","1","0","9","6","1","0","7","1","0","2","11","0"
"17","3","Panachaiki","25","24","1","1","1","19","4","3","1","2","16","9","0","2","9","6","1","0","11","4","0","4","7","0","Kyzikos Peramou","20","21","2","1","2","23","9","4","1","1","21","12","3","2","7","2","1","2","11","1","0","4","13","0"
"17","4","Panachaiki","23","24","1","0","3","22","8","8","0","0","22","13","3","1","5","1","1","1","15","3","0","7","16","1","Kyzikos Peramou","25","24","0","0","2","21","6","5","0","1","20","12","1","3","6","3","2","0","16","4","0","9","11","0"
"17","5","Panachaiki","7","8","1","0","0","13","3","2","0","0","13","3","4","0","5","0","2","2","5","1","0","3","7","0","Kyzikos Peramou","15","14","0","0","1","8","3","1","0","1","7","4","1","0","3","3","0","0","13","6","0","1","5","1"
"17","1","Iraklis Chalkidas","23","24","1","1","4","20","1","3","2","3","15","7","1","1","17","5","0","1","21","2","0","8","35","0","Panathinaikos","25","24","3","2","4","20","4","7","1","1","18","8","1","3","19","7","1","1","14","1","0","4","41","0"
"17","2","Iraklis Chalkidas","15","15","0","2","3","23","2","5","3","1","15","8","2","2","7","2","2","0","7","1","0","5","30","1","Panathinaikos","25","25","1","3","2","12","1","5","2","0","9","7","0","1","11","7","1","1","11","4","0","6","22","0"
"17","3","Iraklis Chalkidas","19","20","0","1","2","20","6","5","0","2","18","9","2","2","12","3","2","1","14","0","0","7","32","0","Panathinaikos","25","24","2","0","4","18","4","7","1","0","15","8","0","1","11","6","0","0","13","4","0","3","35","2"
"18","1","Iraklis Petosfairishs","17","18","1","2","3","17","6","5","1","0","16","5","4","4","7","3","2","1","7","0","0","2","14","0","Paok","25","24","0","1","7","15","2","7","2","1","12","8","0","1","7","3","0","0","8","6","0","0","11","0"
"18","2","Iraklis Petosfairishs","25","25","2","3","2","22","6","8","0","1","21","8","5","2","8","3","1","1","16","5","0","5","20","0","Paok","27","27","1","0","5","23","4","6","3","2","17","11","2","1","12","4","3","1","13","6","0","5","16","0"
"18","3","Iraklis Petosfairishs","26","26","3","2","2","21","3","10","5","0","16","9","1","1","4","2","0","1","14","6","0","6","15","0","Paok","24","24","0","5","3","24","6","4","2","3","18","10","3","1","15","9","3","1","5","1","0","1","15","1"
"18","4","Iraklis Petosfairishs","21","20","0","0","2","21","9","5","0","0","20","9","2","3","3","3","0","0","8","1","0","6","17","0","Paok","25","25","0","0","4","18","6","5","0","0","17","11","1","3","10","7","0","0","8","2","0","4","16","0"
"18","1","Kifisia","25","24","0","1","3","19","4","8","2","0","16","8","1","1","8","5","1","0","17","4","0","10","27","0","Iraklis Chalkidas","22","23","0","2","4","21","10","7","1","0","20","9","1","3","14","7","3","1","13","2","0","5","31","0"
"18","2","Kifisia","19","20","1","0","0","23","7","7","2","1","19","9","2","1","8","1","2","2","16","2","0","9","36","1","Iraklis Chalkidas","25","24","1","2","1","20","8","6","0","1","19","8","1","2","16","8","1","2","11","4","0","5","36","1"
"18","3","Kifisia","25","24","2","1","4","13","4","4","1","0","12","8","1","0","6","2","0","3","8","4","0","1","20","0","Iraklis Chalkidas","19","20","0","1","7","20","4","3","1","2","16","7","3","2","5","3","1","0","4","1","0","1","23","0"
"18","4","Kifisia","28","29","2","2","3","25","6","10","3","0","21","9","3","3","15","7","2","2","15","3","0","7","31","1","Iraklis Chalkidas","30","29","0","3","4","26","12","7","2","2","22","9","3","2","11","7","0","1","11","5","0","4","36","0"
"18","5","Kifisia","12","13","1","1","2","12","4","3","0","1","11","7","0","0","3","0","1","1","7","2","0","3","12","0","Iraklis Chalkidas","15","14","1","0","2","11","2","3","1","1","9","5","2","0","8","5","0","0","6","1","0","2","16","0"
"18","1","Kyzikos Peramou","22","22","2","2","6","17","4","2","1","1","15","5","1","1","10","5","2","2","10","1","2","4","10","0","Pamvochaikos","25","25","1","1","8","16","4","4","2","2","12","6","0","1","10","6","1","0","11","3","2","2","11","0"
"18","2","Kyzikos Peramou","20","21","3","1","2","18","3","6","2","1","14","8","1","2","4","2","1","1","9","0","1","6","12","1","Pamvochaikos","25","24","1","2","6","19","9","3","1","3","15","9","0","0","8","7","0","1","6","2","1","2","17","0"
"18","3","Kyzikos Peramou","17","17","0","1","1","21","5","4","3","1","17","6","2","1","9","4","0","3","8","2","0","4","15","0","Pamvochaikos","25","25","1","3","4","16","6","3","1","0","14","10","0","0","11","6","2","0","8","2","0","3","17","1"
"18","1","Orestiada","25","25","2","1","5","14","4","2","0","2","12","6","0","0","8","5","1","0","12","5","0","4","8","0","Panachaiki","19","19","2","0","5","20","6","5","1","2","16","5","4","1","9","6","1","0","10","1","0","3","20","0"
"18","2","Orestiada","23","23","0","0","3","23","12","3","2","1","20","11","3","1","8","6","0","0","17","2","1","7","20","0","Panachaiki","25","25","1","2","2","20","10","4","0","0","20","14","0","0","11","3","2","1","13","3","1","5","23","1"
"18","3","Orestiada","25","25","1","1","2","21","9","8","0","1","19","6","2","1","14","6","3","1","14","4","1","5","25","0","Panachaiki","22","22","1","0","1","23","10","2","1","1","20","5","3","4","13","7","1","2","15","5","0","3","27","1"
"18","4","Orestiada","25","24","1","1","3","15","7","4","0","0","14","7","1","2","10","6","0","1","11","1","2","4","13","1","Panachaiki","21","22","0","0","7","21","6","3","1","1","19","12","1","3","6","1","0","0","11","1","0","7","19","0"
"18","1","Panathinaikos","22","23","2","1","8","20","9","4","0","0","20","10","1","2","9","1","2","1","11","1","0","2","26","0","Olympiacos","25","24","0","0","4","15","6","2","1","2","12","4","0","3","14","7","1","1","17","3","0","6","25","0"
"18","2","Panathinaikos","23","23","0","0","5","25","7","3","2","0","21","12","1","1","11","5","2","1","15","1","0","8","32","0","Olympiacos","25","25","0","2","0","18","4","7","0","0","17","11","0","2","12","4","1","1","13","3","0","7","28","1"
"18","3","Panathinaikos","30","30","1","1","4","26","9","4","1","1","24","12","1","0","16","7","1","2","29","5","0","12","38","0","Olympiacos","28","28","1","1","2","26","9","6","1","1","24","9","3","2","22","10","2","1","17","2","0","8","44","0"
"18","4","Panathinaikos","25","24","0","1","2","21","10","2","0","1","20","9","3","2","10","4","1","2","11","2","0","6","27","0","Olympiacos","27","25","1","0","4","22","10","2","1","0","21","11","2","2","8","4","0","2","15","4","0","6","30","1"
"18","1","Foinikas Syrou","25","25","1","3","1","15","2","3","1","3","11","5","1","0","11","7","1","1","14","6","0","3","1","0","Ethnikos Alexandroupolis","18","18","3","1","3","24","4","5","3","1","20","9","4","3","7","2","2","0","8","2","0","0","9","0"
"18","2","Foinikas Syrou","18","18","2","0","4","23","12","3","0","3","20","10","4","2","4","2","1","1","10","1","0","6","0","0","Ethnikos Alexandroupolis","25","25","3","0","2","14","5","2","0","2","11","7","1","1","4","2","0","0","10","5","0","0","8","0"
"18","3","Foinikas Syrou","19","20","3","0","3","23","5","6","2","3","17","7","4","1","11","4","1","1","9","1","0","3","1","0","Ethnikos Alexandroupolis","25","24","3","2","1","17","8","4","0","3","14","7","1","0","10","5","0","2","18","5","0","1","12","1"
"18","4","Foinikas Syrou","23","23","1","3","4","23","7","8","0","0","20","6","4","1","15","4","2","0","16","3","0","7","1","1","Ethnikos Alexandroupolis","25","25","0","0","2","19","2","3","3","1","14","6","1","2","19","6","2","4","21","6","0","0","11","1"
"19","1","Ethnikos Alexandroupolis","25","23","0","3","3","13","5","4","1","1","11","6","0","0","13","7","1","3","8","3","0","4","7","0","Kyzikos Peramou","17","18","1","1","5","20","4","5","3","0","15","8","3","2","2","1","0","0","5","1","0","1","6","1"
"19","2","Ethnikos Alexandroupolis","21","22","1","0","5","22","6","9","2","1","19","6","2","0","15","7","3","1","11","4","0","3","16","1","Kyzikos Peramou","25","24","1","2","2","17","4","7","0","1","15","10","3","0","5","2","1","1","16","5","0","3","3","0"
"19","3","Ethnikos Alexandroupolis","25","24","1","0","5","17","5","5","0","0","17","9","1","0","7","5","0","0","18","4","0","3","11","0","Kyzikos Peramou","19","20","0","0","3","19","5","5","0","1","17","7","4","1","8","6","0","0","12","1","0","7","1","0"
"19","4","Ethnikos Alexandroupolis","19","20","1","2","4","19","5","4","2","1","16","6","3","0","15","5","2","2","10","2","0","1","9","0","Kyzikos Peramou","25","24","1","2","5","16","6","2","2","1","11","8","1","0","13","4","1","0","12","5","0","3","0","0"
"19","5","Ethnikos Alexandroupolis","15","14","1","0","1","8","2","3","1","0","6","2","1","1","8","6","0","0","5","1","0","0","4","1","Kyzikos Peramou","10","11","0","1","3","13","5","5","0","1","11","4","0","1","4","2","1","1","9","1","0","7","1","0"
"19","1","Pamvochaikos","23","24","2","3","3","22","2","5","3","4","15","6","2","0","11","6","0","0","14","4","2","5","16","2","Panachaiki","25","24","4","3","2","21","6","2","3","2","16","12","2","1","12","2","2","2","8","2","0","3","17","0"
"19","2","Pamvochaikos","20","20","2","1","2","20","7","2","5","0","15","4","2","1","13","6","1","1","11","2","1","6","14","0","Panachaiki","25","25","0","5","5","18","8","2","1","2","15","10","1","1","16","8","1","0","11","3","0","1","19","0"
"19","3","Pamvochaikos","26","27","1","0","9","24","5","3","4","2","18","11","0","3","7","5","0","0","8","2","0","4","13","0","Panachaiki","28","27","2","4","3","18","6","2","0","1","17","8","2","2","10","6","0","2","9","0","0","4","15","0"
"19","1","Olympiacos","25","25","0","3","1","21","9","3","1","1","19","7","1","3","12","6","0","0","16","2","0","9","28","0","Kifisia","23","23","1","1","2","24","10","6","3","0","21","12","1","2","13","5","1","5","10","1","0","7","36","1"
"19","2","Olympiacos","25","24","2","3","0","12","4","2","0","1","11","9","0","1","11","7","0","1","10","3","0","4","21","0","Kifisia","12","13","1","0","1","24","6","6","3","2","18","7","3","3","4","2","0","0","9","0","0","7","23","0"
"19","3","Olympiacos","25","24","2","3","2","19","8","2","3","1","14","7","0","3","11","7","1","0","12","4","0","6","26","0","Kifisia","22","22","1","3","3","22","6","3","3","2","17","10","2","1","12","5","2","0","6","1","0","3","25","0"
"19","1","Paok","25","24","1","2","4","17","7","2","0","1","14","12","0","0","13","7","0","2","13","3","0","4","23","0","Foinikas Syrou","17","18","1","0","1","20","5","4","2","1","16","6","2","1","9","4","1","0","12","0","0","9","24","0"
"19","2","Paok","25","25","0","2","3","19","8","3","0","2","16","6","3","1","16","10","0","0","12","1","0","6","31","1","Foinikas Syrou","22","22","2","0","3","22","4","6","2","0","17","8","0","3","10","3","1","1","11","3","0","6","28","1"
"19","3","Paok","23","23","0","0","4","24","11","4","1","0","23","11","4","0","23","7","1","3","20","3","0","9","46","0","Foinikas Syrou","25","25","0","1","1","19","7","6","0","0","18","6","3","1","16","7","0","0","19","5","0","10","34","0"
"19","4","Paok","25","25","2","1","3","11","4","1","0","0","10","4","0","2","14","6","0","1","14","2","0","5","21","0","Foinikas Syrou","14","14","0","0","3","22","7","3","1","2","17","4","1","5","11","4","1","3","10","0","0","3","29","0"
"19","1","Panathinaikos","25","24","3","0","2","16","9","1","0","1","15","8","4","0","8","2","0","0","15","5","0","5","15","1","Orestiada","19","20","1","0","4","22","8","1","0","3","18","5","4","1","12","5","1","1","11","4","0","4","21","1"
"19","2","Panathinaikos","25","25","2","4","1","18","6","2","1","2","15","4","1","1","19","5","2","2","19","6","0","8","16","0","Orestiada","20","20","2","1","2","24","6","3","4","2","18","5","4","1","19","5","2","3","11","3","0","3","19","2"
"19","3","Panathinaikos","20","20","0","0","4","23","8","4","1","1","21","9","3","0","7","2","2","1","11","1","0","5","20","1","Orestiada","25","25","1","1","2","16","6","6","0","0","16","7","0","4","14","6","1","1","10","5","0","3","19","1"
"19","4","Panathinaikos","25","25","1","4","3","10","4","2","0","1","9","6","0","0","17","10","0","0","7","4","0","3","10","1","Orestiada","11","11","1","0","1","22","8","3","4","1","17","6","2","1","5","0","2","2","8","0","0","5","17","0"
"19","1","Iraklis Chalkidas","25","24","1","1","5","18","6","2","1","0","17","7","3","0","19","4","2","1","15","2","0","7","35","0","Iraklis Petosfairishs","21","22","0","1","4","19","4","7","1","1","13","5","1","0","19","5","1","3","15","5","0","4","38","4"
"19","2","Iraklis Chalkidas","25","25","5","0","2","16","4","4","0","2","12","7","0","0","15","7","2","0","8","2","0","3","31","1","Iraklis Petosfairishs","18","18","2","0","2","23","7","5","0","5","18","9","1","1","6","2","1","1","12","2","0","5","29","0"
"19","3","Iraklis Chalkidas","22","22","1","1","5","22","6","6","2","1","19","5","2","1","22","9","3","1","10","0","0","2","40","0","Iraklis Petosfairishs","25","25","1","2","3","17","5","5","1","1","13","7","0","1","17","5","0","2","19","5","0","6","40","1"
"19","4","Iraklis Chalkidas","25","25","1","0","4","15","4","5","0","0","14","7","3","0","12","6","1","1","10","3","0","1","29","1","Iraklis Petosfairishs","16","16","0","0","1","21","6","3","0","1","18","5","1","4","8","1","2","1","15","4","0","5","29","1"
"20","1","Iraklis Petosfairishs","18","19","1","0","3","19","5","6","0","0","19","7","2","4","4","1","1","1","9","1","0","5","23","0","Olympiacos","25","24","0","0","5","16","5","4","0","1","15","10","1","2","6","4","0","0","8","3","0","2","22","1"
"20","2","Iraklis Petosfairishs","17","17","0","2","2","24","6","7","0","2","18","10","1","2","4","0","1","1","14","1","0","6","24","1","Olympiacos","25","25","2","0","1","15","4","5","2","0","12","8","0","1","14","7","1","2","4","2","0","2","26","1"
"20","3","Iraklis Petosfairishs","15","16","1","0","2","22","4","3","2","3","18","9","1","3","7","3","0","1","7","0","0","5","24","0","Olympiacos","25","24","3","2","2","14","2","4","0","1","13","11","0","0","8","4","0","0","9","1","0","6","19","0"
"20","1","Kifisia","17","18","0","0","3","21","11","4","1","0","19","10","2","1","9","3","1","0","5","0","0","3","27","0","Panathinaikos","25","24","0","1","3","15","8","2","0","0","15","8","0","0","14","10","0","1","15","3","0","7","29","0"
"20","2","Kifisia","25","24","2","0","2","18","9","3","0","1","17","9","0","2","7","3","1","0","10","5","0","2","25","1","Panathinaikos","20","21","1","0","3","22","12","1","0","2","19","10","3","2","9","3","2","0","11","1","0","5","29","1"
"20","3","Kifisia","25","25","1","0","4","13","6","4","0","1","12","9","0","0","6","3","1","0","14","5","0","4","16","0","Panathinaikos","15","15","1","0","2","21","6","3","0","1","20","8","5","2","5","1","0","1","5","1","0","2","25","1"
"20","4","Kifisia","30","28","0","1","2","22","9","5","1","1","18","11","1","0","21","9","1","2","15","3","0","5","38","2","Panathinaikos","28","29","1","1","7","26","9","9","1","0","24","13","3","0","10","5","0","0","21","2","0","13","36","0"
"20","1","Kyzikos Peramou","20","21","1","0","5","19","3","11","0","2","15","9","3","1","4","0","0","2","7","3","0","2","1","0","Paok","25","24","2","0","5","16","5","3","0","1","14","8","2","1","6","3","1","1","7","3","0","0","12","1"
"20","2","Kyzikos Peramou","17","16","2","0","2","22","6","7","0","2","20","7","3","3","4","3","1","0","5","1","0","3","1","1","Paok","25","25","2","0","3","14","6","3","0","2","12","8","1","0","7","5","0","0","15","4","0","0","10","0"
"20","3","Kyzikos Peramou","19","20","0","0","6","20","8","5","0","0","20","10","1","3","12","2","1","2","6","0","0","4","0","0","Paok","25","24","0","0","4","14","7","3","0","0","13","8","0","2","6","3","0","0","14","2","0","0","13","1"
"20","1","Orestiada","21","21","1","0","2","17","6","1","1","1","15","4","2","0","17","4","1","4","17","2","0","5","14","0","Pamvochaikos","25","25","1","1","8","19","9","5","0","1","18","6","1","1","16","9","1","1","12","3","0","2","23","0"
"20","2","Orestiada","25","25","0","1","3","17","8","1","1","0","16","8","1","2","13","7","0","0","13","0","0","7","15","1","Pamvochaikos","23","23","0","1","6","22","10","2","1","0","20","8","0","3","14","8","0","1","14","1","1","6","21","0"
"20","3","Orestiada","17","17","2","0","2","19","6","3","2","3","14","5","1","1","14","2","1","2","18","2","1","6","12","0","Pamvochaikos","25","25","3","2","6","15","4","4","0","2","13","8","2","0","17","7","0","0","8","2","0","1","14","0"
"20","4","Orestiada","18","19","0","3","1","19","8","3","2","2","15","6","4","0","9","3","0","2","13","1","0","7","16","0","Pamvochaikos","25","24","2","2","5","18","5","5","3","0","14","10","0","1","14","6","1","1","10","4","0","3","15","1"
"20","1","Panachaiki","22","22","0","1","6","23","7","4","1","0","21","11","3","1","11","4","2","0","11","0","0","6","18","0","Ethnikos Alexandroupolis","25","25","0","1","2","16","3","4","1","0","15","6","0","3","15","6","0","2","16","5","1","4","9","0"
"20","2","Panachaiki","25","25","2","2","2","19","9","2","2","0","17","13","1","0","11","3","4","2","10","4","0","1","18","1","Ethnikos Alexandroupolis","22","21","0","2","2","23","9","7","2","2","19","6","4","0","7","4","0","2","11","5","0","4","21","0"
"20","3","Panachaiki","25","24","1","1","4","17","5","1","4","0","13","6","1","2","15","8","1","0","14","1","0","6","18","2","Ethnikos Alexandroupolis","18","19","0","4","2","20","5","2","1","1","17","3","1","4","11","6","0","1","13","2","4","4","13","1"
"20","4","Panachaiki","20","21","0","1","3","19","5","4","2","0","18","11","1","0","9","1","2","3","7","2","2","2","16","0","Ethnikos Alexandroupolis","25","23","0","2","4","18","4","5","1","0","16","11","0","0","12","4","2","1","10","3","1","3","19","1"
"20","5","Panachaiki","19","18","2","1","1","15","2","5","1","2","12","6","2","1","4","2","1","0","9","1","0","4","9","0","Ethnikos Alexandroupolis","17","18","2","1","3","17","4","4","1","2","14","8","1","4","5","2","0","0","5","3","0","0","12","0"
"20","1","Foinikas Syrou","25","25","5","1","7","15","4","3","0","2","13","8","1","0","8","3","0","1","9","1","0","3","22","1","Iraklis Chalkidas","19","19","2","0","4","18","4","3","1","5","11","6","1","1","6","1","0","1","10","1","0","5","19","2"
"20","2","Foinikas Syrou","25","24","3","4","0","12","6","3","0","0","10","6","0","2","13","7","0","1","10","2","0","3","29","1","Iraklis Chalkidas","12","13","0","0","1","24","4","4","4","3","17","6","1","2","6","2","1","1","7","0","0","6","23","1"
"20","3","Foinikas Syrou","25","25","2","1","0","20","4","6","2","0","17","10","2","2","13","4","1","0","16","4","0","4","30","0","Iraklis Chalkidas","22","22","0","2","2","25","6","6","1","2","21","10","2","2","14","6","2","0","17","3","0","9","37","1"
"21","1","Ethnikos Alexandroupolis","22","22","2","1","5","21","6","3","2","2","17","9","1","2","9","4","0","2","11","2","0","6","20","0","Pamvochaikos","25","25","2","2","4","17","8","3","1","2","13","7","1","1","12","6","1","0","7","1","0","4","15","0"
"21","2","Ethnikos Alexandroupolis","26","27","2","2","5","22","6","7","2","2","18","10","3","1","11","5","1","0","18","3","0","10","19","0","Pamvochaikos","28","27","2","2","5","22","11","2","2","2","17","10","2","0","11","6","1","1","13","4","0","4","17","0"
